  0.122000E+00 -0.595864E+00 -0.112049E-01
  0.123000E+00 -0.596014E+00 -0.116211E-01
  0.124000E+00 -0.596158E+00 -0.120437E-01
  0.125000E+00 -0.596296E+00 -0.124728E-01
  0.126000E+00 -0.596428E+00 -0.129080E-01
  0.127000E+00 -0.596553E+00 -0.133494E-01
  0.128000E+00 -0.596673E+00 -0.137966E-01
  0.129000E+00 -0.596786E+00 -0.142497E-01
  0.130000E+00 -0.596892E+00 -0.147084E-01
  0.131000E+00 -0.596992E+00 -0.151725E-01
  0.132000E+00 -0.597085E+00 -0.156419E-01
  0.133000E+00 -0.597171E+00 -0.161164E-01
  0.134000E+00 -0.597251E+00 -0.165959E-01
  0.135000E+00 -0.597323E+00 -0.170802E-01
  0.136000E+00 -0.597388E+00 -0.175691E-01
  0.137000E+00 -0.597446E+00 -0.180625E-01
  0.138000E+00 -0.597497E+00 -0.185602E-01
  0.139000E+00 -0.597540E+00 -0.190620E-01
  0.140000E+00 -0.597576E+00 -0.195677E-01
  0.141000E+00 -0.597604E+00 -0.200772E-01
  0.142000E+00 -0.597625E+00 -0.205904E-01
  0.143000E+00 -0.597639E+00 -0.211069E-01
  0.144000E+00 -0.597644E+00 -0.216267E-01
  0.145000E+00 -0.597642E+00 -0.221496E-01
  0.146000E+00 -0.597633E+00 -0.226754E-01
  0.147000E+00 -0.597615E+00 -0.232039E-01
  0.148000E+00 -0.597590E+00 -0.237349E-01
  0.149000E+00 -0.597557E+00 -0.242684E-01
  0.150000E+00 -0.597517E+00 -0.248041E-01
  0.151000E+00 -0.597468E+00 -0.253418E-01
  0.152000E+00 -0.597412E+00 -0.258813E-01
  0.153000E+00 -0.597348E+00 -0.264226E-01
  0.154000E+00 -0.597276E+00 -0.269653E-01
  0.155000E+00 -0.597196E+00 -0.275094E-01
  0.156000E+00 -0.597109E+00 -0.280547E-01
  0.157000E+00 -0.597014E+00 -0.286010E-01
  0.158000E+00 -0.596911E+00 -0.291482E-01
  0.159000E+00 -0.596800E+00 -0.296960E-01
  0.160000E+00 -0.596681E+00 -0.302444E-01
  0.161000E+00 -0.596555E+00 -0.307931E-01
  0.162000E+00 -0.596422E+00 -0.313420E-01
  0.163000E+00 -0.596280E+00 -0.318909E-01
  0.164000E+00 -0.596131E+00 -0.324397E-01
  0.165000E+00 -0.595975E+00 -0.329883E-01
  0.166000E+00 -0.595811E+00 -0.335364E-01
  0.167000E+00 -0.595640E+00 -0.340839E-01
  0.168000E+00 -0.595462E+00 -0.346307E-01
  0.169000E+00 -0.595276E+00 -0.351766E-01
  0.170000E+00 -0.595083E+00 -0.357215E-01
  0.171000E+00 -0.594883E+00 -0.362653E-01
  0.172000E+00 -0.594676E+00 -0.368078E-01
  0.173000E+00 -0.594462E+00 -0.373488E-01
  0.174000E+00 -0.594241E+00 -0.378883E-01
  0.175000E+00 -0.594013E+00 -0.384262E-01
  0.176000E+00 -0.593779E+00 -0.389622E-01
  0.177000E+00 -0.593538E+00 -0.394963E-01
  0.178000E+00 -0.593290E+00 -0.400283E-01
  0.179000E+00 -0.593036E+00 -0.405582E-01
  0.180000E+00 -0.592776E+00 -0.410858E-01
  0.181000E+00 -0.592510E+00 -0.416110E-01
  0.182000E+00 -0.592237E+00 -0.421338E-01
  0.183000E+00 -0.591958E+00 -0.426539E-01
  0.184000E+00 -0.591674E+00 -0.431714E-01
  0.185000E+00 -0.591384E+00 -0.436861E-01
  0.186000E+00 -0.591088E+00 -0.441980E-01
  0.187000E+00 -0.590786E+00 -0.447069E-01
  0.188000E+00 -0.590479E+00 -0.452128E-01
  0.189000E+00 -0.590166E+00 -0.457155E-01
  0.190000E+00 -0.589849E+00 -0.462151E-01
  0.191000E+00 -0.589526E+00 -0.467114E-01
  0.192000E+00 -0.589198E+00 -0.472044E-01
  0.193000E+00 -0.588865E+00 -0.476941E-01
  0.194000E+00 -0.588528E+00 -0.481802E-01
  0.195000E+00 -0.588186E+00 -0.486629E-01
  0.196000E+00 -0.587839E+00 -0.491420E-01
  0.197000E+00 -0.587488E+00 -0.496175E-01
  0.198000E+00 -0.587133E+00 -0.500894E-01
  0.199000E+00 -0.586773E+00 -0.505576E-01
  0.200000E+00 -0.586410E+00 -0.510221E-01
  0.201000E+00 -0.586042E+00 -0.514828E-01
  0.202000E+00 -0.585671E+00 -0.519397E-01
  0.203000E+00 -0.585296E+00 -0.523928E-01
  0.204000E+00 -0.584917E+00 -0.528420E-01
  0.205000E+00 -0.584535E+00 -0.532874E-01
  0.206000E+00 -0.584149E+00 -0.537289E-01
  0.207000E+00 -0.583761E+00 -0.541664E-01
  0.208000E+00 -0.583369E+00 -0.546001E-01
  0.209000E+00 -0.582974E+00 -0.550299E-01
  0.210000E+00 -0.582576E+00 -0.554557E-01
  0.211000E+00 -0.582176E+00 -0.558776E-01
  0.212000E+00 -0.581772E+00 -0.562956E-01
  0.213000E+00 -0.581367E+00 -0.567096E-01
  0.214000E+00 -0.580958E+00 -0.571197E-01
  0.215000E+00 -0.580548E+00 -0.575259E-01
  0.216000E+00 -0.580135E+00 -0.579281E-01
  0.217000E+00 -0.579719E+00 -0.583265E-01
  0.218000E+00 -0.579302E+00 -0.587210E-01
  0.219000E+00 -0.578883E+00 -0.591116E-01
  0.220000E+00 -0.578462E+00 -0.594983E-01
  0.221000E+00 -0.578039E+00 -0.598812E-01
  0.222000E+00 -0.577615E+00 -0.602603E-01
  0.223000E+00 -0.577189E+00 -0.606356E-01
  0.224000E+00 -0.576761E+00 -0.610071E-01
  0.225000E+00 -0.576332E+00 -0.613749E-01
  0.226000E+00 -0.575902E+00 -0.617389E-01
  0.227000E+00 -0.575470E+00 -0.620993E-01
  0.228000E+00 -0.575037E+00 -0.624560E-01
  0.229000E+00 -0.574603E+00 -0.628091E-01
  0.230000E+00 -0.574168E+00 -0.631586E-01
  0.231000E+00 -0.573733E+00 -0.635046E-01
  0.232000E+00 -0.573296E+00 -0.638470E-01
  0.233000E+00 -0.572859E+00 -0.641859E-01
  0.234000E+00 -0.572420E+00 -0.645214E-01
  0.235000E+00 -0.571982E+00 -0.648535E-01
  0.236000E+00 -0.571542E+00 -0.651822E-01
  0.237000E+00 -0.571102E+00 -0.655075E-01
  0.238000E+00 -0.570662E+00 -0.658296E-01
  0.239000E+00 -0.570221E+00 -0.661484E-01
  0.240000E+00 -0.569780E+00 -0.664640E-01
  0.241000E+00 -0.569339E+00 -0.667764E-01
  0.242000E+00 -0.568898E+00 -0.670857E-01
  0.243000E+00 -0.568456E+00 -0.673920E-01
  0.244000E+00 -0.568014E+00 -0.676951E-01
  0.245000E+00 -0.567573E+00 -0.679953E-01
  0.246000E+00 -0.567131E+00 -0.682925E-01
  0.247000E+00 -0.566689E+00 -0.685868E-01
  0.248000E+00 -0.566247E+00 -0.688782E-01
  0.249000E+00 -0.565806E+00 -0.691668E-01
  0.250000E+00 -0.565365E+00 -0.694526E-01
  0.251000E+00 -0.564924E+00 -0.697357E-01
  0.252000E+00 -0.564483E+00 -0.700161E-01
  0.253000E+00 -0.564043E+00 -0.702939E-01
  0.254000E+00 -0.563603E+00 -0.705690E-01
  0.255000E+00 -0.563163E+00 -0.708416E-01
  0.256000E+00 -0.562724E+00 -0.711116E-01
  0.257000E+00 -0.562285E+00 -0.713792E-01
  0.258000E+00 -0.561847E+00 -0.716444E-01
  0.259000E+00 -0.561409E+00 -0.719072E-01
  0.260000E+00 -0.560972E+00 -0.721676E-01
  0.261000E+00 -0.560535E+00 -0.724258E-01
  0.262000E+00 -0.560099E+00 -0.726817E-01
  0.263000E+00 -0.559664E+00 -0.729353E-01
  0.264000E+00 -0.559230E+00 -0.731869E-01
  0.265000E+00 -0.558796E+00 -0.734362E-01
  0.266000E+00 -0.558363E+00 -0.736835E-01
  0.267000E+00 -0.557930E+00 -0.739288E-01
  0.268000E+00 -0.557499E+00 -0.741721E-01
  0.269000E+00 -0.557068E+00 -0.744134E-01
  0.270000E+00 -0.556638E+00 -0.746527E-01
  0.271000E+00 -0.556209E+00 -0.748902E-01
  0.272000E+00 -0.555780E+00 -0.751259E-01
  0.273000E+00 -0.555353E+00 -0.753598E-01
  0.274000E+00 -0.554927E+00 -0.755919E-01
  0.275000E+00 -0.554501E+00 -0.758223E-01
  0.276000E+00 -0.554076E+00 -0.760510E-01
  0.277000E+00 -0.553653E+00 -0.762780E-01
  0.278000E+00 -0.553230E+00 -0.765035E-01
  0.279000E+00 -0.552808E+00 -0.767274E-01
  0.280000E+00 -0.552387E+00 -0.769497E-01
  0.281000E+00 -0.551967E+00 -0.771706E-01
  0.282000E+00 -0.551549E+00 -0.773900E-01
  0.283000E+00 -0.551131E+00 -0.776079E-01
  0.284000E+00 -0.550714E+00 -0.778245E-01
  0.285000E+00 -0.550298E+00 -0.780398E-01
  0.286000E+00 -0.549884E+00 -0.782537E-01
  0.287000E+00 -0.549470E+00 -0.784663E-01
  0.288000E+00 -0.549057E+00 -0.786777E-01
  0.289000E+00 -0.548646E+00 -0.788878E-01
  0.290000E+00 -0.548236E+00 -0.790968E-01
  0.291000E+00 -0.547826E+00 -0.793046E-01
  0.292000E+00 -0.547418E+00 -0.795113E-01
  0.293000E+00 -0.547011E+00 -0.797169E-01
  0.294000E+00 -0.546605E+00 -0.799214E-01
  0.295000E+00 -0.546200E+00 -0.801250E-01
  0.296000E+00 -0.545796E+00 -0.803275E-01
  0.297000E+00 -0.545393E+00 -0.805290E-01
  0.298000E+00 -0.544992E+00 -0.807296E-01
  0.299000E+00 -0.544591E+00 -0.809293E-01
  0.300000E+00 -0.544192E+00 -0.811281E-01
