  0.000000E+00 -0.581373E+00  0.101774E-14
  0.100000E-02 -0.581374E+00  0.583266E-14
  0.200000E-02 -0.581375E+00  0.487632E-15
  0.300000E-02 -0.581378E+00 -0.400020E-15
  0.400000E-02 -0.581381E+00  0.199056E-14
  0.500000E-02 -0.581386E+00  0.123799E-14
  0.600000E-02 -0.581392E+00  0.452278E-14
  0.700000E-02 -0.581398E+00 -0.251242E-14
  0.800000E-02 -0.581406E+00 -0.421546E-15
  0.900000E-02 -0.581415E+00 -0.406933E-14
  0.100000E-01 -0.581425E+00  0.404616E-16
  0.110000E-01 -0.581436E+00  0.727807E-15
  0.120000E-01 -0.581448E+00  0.139458E-14
  0.130000E-01 -0.581461E+00  0.383987E-14
  0.140000E-01 -0.581476E+00  0.646373E-15
  0.150000E-01 -0.581491E+00  0.807710E-15
  0.160000E-01 -0.581507E+00  0.807031E-16
  0.170000E-01 -0.581525E+00  0.365177E-14
  0.180000E-01 -0.581544E+00  0.431561E-14
  0.190000E-01 -0.581564E+00  0.197699E-14
  0.200000E-01 -0.581585E+00 -0.403159E-15
  0.210000E-01 -0.581608E+00 -0.169245E-14
  0.220000E-01 -0.581631E+00 -0.261778E-15
  0.230000E-01 -0.581656E+00 -0.180812E-13
  0.240000E-01 -0.581682E+00 -0.102946E-12
  0.250000E-01 -0.581710E+00 -0.407740E-12
  0.260000E-01 -0.581739E+00 -0.141444E-11
  0.270000E-01 -0.581769E+00 -0.444969E-11
  0.280000E-01 -0.581800E+00 -0.129224E-10
  0.290000E-01 -0.581833E+00 -0.347932E-10
  0.300000E-01 -0.581868E+00 -0.875418E-10
  0.310000E-01 -0.581903E+00 -0.207181E-09
  0.320000E-01 -0.581941E+00 -0.463980E-09
  0.330000E-01 -0.581980E+00 -0.988091E-09
  0.340000E-01 -0.582020E+00 -0.201002E-08
  0.350000E-01 -0.582062E+00 -0.392116E-08
  0.360000E-01 -0.582106E+00 -0.736146E-08
  0.370000E-01 -0.582152E+00 -0.133415E-07
  0.380000E-01 -0.582199E+00 -0.234070E-07
  0.390000E-01 -0.582249E+00 -0.398549E-07
  0.400000E-01 -0.582300E+00 -0.660066E-07
  0.410000E-01 -0.582353E+00 -0.106549E-06
  0.420000E-01 -0.582408E+00 -0.167943E-06
  0.430000E-01 -0.582465E+00 -0.258912E-06
  0.440000E-01 -0.582525E+00 -0.391000E-06
  0.450000E-01 -0.582586E+00 -0.579207E-06
  0.460000E-01 -0.582650E+00 -0.842695E-06
  0.470000E-01 -0.582717E+00 -0.120555E-05
  0.480000E-01 -0.582786E+00 -0.169761E-05
  0.490000E-01 -0.582858E+00 -0.235530E-05
  0.500000E-01 -0.582933E+00 -0.322253E-05
  0.510000E-01 -0.583010E+00 -0.435155E-05
  0.520000E-01 -0.583091E+00 -0.580385E-05
  0.530000E-01 -0.583175E+00 -0.765096E-05
  0.540000E-01 -0.583262E+00 -0.997524E-05
  0.550000E-01 -0.583352E+00 -0.128706E-04
  0.560000E-01 -0.583446E+00 -0.164430E-04
  0.570000E-01 -0.583544E+00 -0.208110E-04
  0.580000E-01 -0.583645E+00 -0.261064E-04
  0.590000E-01 -0.583751E+00 -0.324738E-04
  0.600000E-01 -0.583860E+00 -0.400713E-04
  0.610000E-01 -0.583974E+00 -0.490702E-04
  0.620000E-01 -0.584092E+00 -0.596547E-04
  0.630000E-01 -0.584214E+00 -0.720213E-04
  0.640000E-01 -0.584341E+00 -0.863787E-04
  0.650000E-01 -0.584472E+00 -0.102947E-03
  0.660000E-01 -0.584608E+00 -0.121955E-03
  0.670000E-01 -0.584748E+00 -0.143644E-03
  0.680000E-01 -0.584893E+00 -0.168261E-03
  0.690000E-01 -0.585043E+00 -0.196061E-03
  0.700000E-01 -0.585198E+00 -0.227303E-03
  0.710000E-01 -0.585357E+00 -0.262254E-03
  0.720000E-01 -0.585522E+00 -0.301180E-03
  0.730000E-01 -0.585690E+00 -0.344351E-03
  0.740000E-01 -0.585864E+00 -0.392037E-03
  0.750000E-01 -0.586042E+00 -0.444505E-03
  0.760000E-01 -0.586224E+00 -0.502023E-03
  0.770000E-01 -0.586411E+00 -0.564851E-03
  0.780000E-01 -0.586601E+00 -0.633246E-03
  0.790000E-01 -0.586796E+00 -0.707459E-03
  0.800000E-01 -0.586995E+00 -0.787733E-03
  0.810000E-01 -0.587198E+00 -0.874302E-03
  0.820000E-01 -0.587404E+00 -0.967391E-03
  0.830000E-01 -0.587614E+00 -0.106722E-02
  0.840000E-01 -0.587826E+00 -0.117398E-02
  0.850000E-01 -0.588042E+00 -0.128788E-02
  0.860000E-01 -0.588261E+00 -0.140910E-02
  0.870000E-01 -0.588482E+00 -0.153780E-02
  0.880000E-01 -0.588705E+00 -0.167414E-02
  0.890000E-01 -0.588930E+00 -0.181827E-02
  0.900000E-01 -0.589157E+00 -0.197032E-02
  0.910000E-01 -0.589386E+00 -0.213040E-02
  0.920000E-01 -0.589616E+00 -0.229862E-02
  0.930000E-01 -0.589847E+00 -0.247508E-02
  0.940000E-01 -0.590079E+00 -0.265986E-02
  0.950000E-01 -0.590311E+00 -0.285302E-02
  0.960000E-01 -0.590543E+00 -0.305461E-02
  0.970000E-01 -0.590776E+00 -0.326470E-02
  0.980000E-01 -0.591008E+00 -0.348330E-02
  0.990000E-01 -0.591239E+00 -0.371044E-02
  0.100000E+00 -0.591470E+00 -0.394613E-02
  0.101000E+00 -0.591700E+00 -0.419037E-02
  0.102000E+00 -0.591928E+00 -0.444315E-02
  0.103000E+00 -0.592155E+00 -0.470445E-02
  0.104000E+00 -0.592380E+00 -0.497425E-02
  0.105000E+00 -0.592603E+00 -0.525250E-02
  0.106000E+00 -0.592824E+00 -0.553917E-02
  0.107000E+00 -0.593042E+00 -0.583419E-02
  0.108000E+00 -0.593257E+00 -0.613750E-02
  0.109000E+00 -0.593469E+00 -0.644904E-02
  0.110000E+00 -0.593679E+00 -0.676873E-02
  0.111000E+00 -0.593884E+00 -0.709649E-02
  0.112000E+00 -0.594086E+00 -0.743223E-02
  0.113000E+00 -0.594285E+00 -0.777585E-02
  0.114000E+00 -0.594479E+00 -0.812725E-02
  0.115000E+00 -0.594669E+00 -0.848633E-02
  0.116000E+00 -0.594854E+00 -0.885297E-02
  0.117000E+00 -0.595035E+00 -0.922707E-02
  0.118000E+00 -0.595211E+00 -0.960849E-02
  0.119000E+00 -0.595382E+00 -0.999712E-02
  0.120000E+00 -0.595548E+00 -0.103928E-01
  0.121000E+00 -0.595709E+00 -0.107955E-01
